gene,group,Bin,Bucket,Lump,Quality
MGP,Paneth,Paneth,Secretory Epithelial,Epithelial,
OLFM4,Paneth,Paneth,Secretory Epithelial,Epithelial,
PLA2G2A,Paneth,Paneth,Secretory Epithelial,Epithelial,
FABP6,Paneth,Paneth,Secretory Epithelial,Epithelial,
ITLN2,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGHV1-2,Paneth,Paneth,Secretory Epithelial,Epithelial,
SFRP2,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGKV3-20,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGLV1-40,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGHV1-18,Paneth,Paneth,Secretory Epithelial,Epithelial,
CFD,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGHV4-59,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGHA1,Paneth,Paneth,Secretory Epithelial,Epithelial,
LUM,Paneth,Paneth,Secretory Epithelial,Epithelial,
SPARCL1,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGLV3-19,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGHV3-21,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGLV2-23,Paneth,Paneth,Secretory Epithelial,Epithelial,
IGHV3-7,Paneth,Paneth,Secretory Epithelial,Epithelial,
COL3A1,Paneth,Paneth,Secretory Epithelial,Epithelial,
KLK12,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
NEUROG3,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
USP18,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
SUSD2,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
HES6,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
KIF19,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
LRRC74B,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
DLL3,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
AL450311.2,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
OLFML2B,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
TFPI2,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
DGKZ,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
CLPS,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
CACNA2D1,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
COL16A1,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
POU2F2,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
PIMREG,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
GGT5,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
CDKAL1,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
FSCN1,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
MYCL,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
RASA4,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
HEPACAM2,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
CBFA2T2,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
RAPGEF5,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
CYP27A1,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
NHLH1,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
RGS12,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
POLR2J3.1,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
RCOR2,Progenitor (NEUROG3+),Progenitor,Progenitor,Progenitor,
APOE,Proximal progenitor,Progenitor,Progenitor,Progenitor,
FGB,Proximal progenitor,Progenitor,Progenitor,Progenitor,
FGG,Proximal progenitor,Progenitor,Progenitor,Progenitor,
AFP,Proximal progenitor,Progenitor,Progenitor,Progenitor,
CPS1,Proximal progenitor,Progenitor,Progenitor,Progenitor,
FGA,Proximal progenitor,Progenitor,Progenitor,Progenitor,
HMGA1,Proximal progenitor,Progenitor,Progenitor,Progenitor,
C6,Proximal progenitor,Progenitor,Progenitor,Progenitor,
FILIP1L,Proximal progenitor,Progenitor,Progenitor,Progenitor,
APOA2,Proximal progenitor,Progenitor,Progenitor,Progenitor,
GJA1,Proximal progenitor,Progenitor,Progenitor,Progenitor,
PIEZO2,Proximal progenitor,Progenitor,Progenitor,Progenitor,
ISX,Proximal progenitor,Progenitor,Progenitor,Progenitor,
CDH2,Proximal progenitor,Progenitor,Progenitor,Progenitor,
PRDM1,Proximal progenitor,Progenitor,Progenitor,Progenitor,
PDE11A,Proximal progenitor,Progenitor,Progenitor,Progenitor,
MRPL23,Proximal progenitor,Progenitor,Progenitor,Progenitor,
OSR2,Proximal progenitor,Progenitor,Progenitor,Progenitor,
UHRF1,Proximal progenitor,Progenitor,Progenitor,Progenitor,
MRPL12,Proximal progenitor,Progenitor,Progenitor,Progenitor,
PPP1R14A,Proximal progenitor,Progenitor,Progenitor,Progenitor,
AMHR2,Proximal progenitor,Progenitor,Progenitor,Progenitor,
CCL25,Stem cells,Stem,Stem,Epithelial,
LGR5,Stem cells,Stem,Stem,Epithelial,
CDCA7,Stem cells,Stem,Stem,Epithelial,
MYC,Stem cells,Stem,Stem,Epithelial,
RGMB,Stem cells,Stem,Stem,Epithelial,
IFITM1,Stem cells,Stem,Stem,Epithelial,
EDN1,Stem cells,Stem,Stem,Epithelial,
FXYD5,Stem cells,Stem,Stem,Epithelial,
ALDH1B1,Stem cells,Stem,Stem,Epithelial,
ZBTB38,Stem cells,Stem,Stem,Epithelial,
KRTCAP3,Stem cells,Stem,Stem,Epithelial,
CDKN1B,Stem cells,Stem,Stem,Epithelial,
EPHB2,Stem cells,Stem,Stem,Epithelial,
EXOSC5,Stem cells,Stem,Stem,Epithelial,
TMEM106C,Stem cells,Stem,Stem,Epithelial,
STAMBPL1,Stem cells,Stem,Stem,Epithelial,
MRPS25,Stem cells,Stem,Stem,Epithelial,
MAT2B,Stem cells,Stem,Stem,Epithelial,
WDR74,Stem cells,Stem,Stem,Epithelial,
NUDT21,Stem cells,Stem,Stem,Epithelial,
NOP16,Stem cells,Stem,Stem,Epithelial,
SESN1,Stem cells,Stem,Stem,Epithelial,
SRPK1,Stem cells,Stem,Stem,Epithelial,
CCDC58,Stem cells,Stem,Stem,Epithelial,
PTPRK,Stem cells,Stem,Stem,Epithelial,
NIFK,Stem cells,Stem,Stem,Epithelial,
APOLD1,Stem cells,Stem,Stem,Epithelial,
MRPL16,Stem cells,Stem,Stem,Epithelial,
THRA,Stem cells,Stem,Stem,Epithelial,
REPIN1,Stem cells,Stem,Stem,Epithelial,
SH2D6,Tuft,Tuft,Secretory Epithelial,Epithelial,
LRMP,Tuft,Tuft,Secretory Epithelial,Epithelial,
FYB1,Tuft,Tuft,Secretory Epithelial,Epithelial,
PSTPIP2,Tuft,Tuft,Secretory Epithelial,Epithelial,
PTGS1,Tuft,Tuft,Secretory Epithelial,Epithelial,
TRPM5,Tuft,Tuft,Secretory Epithelial,Epithelial,
HCK,Tuft,Tuft,Secretory Epithelial,Epithelial,
BMX,Tuft,Tuft,Secretory Epithelial,Epithelial,
SH2D7,Tuft,Tuft,Secretory Epithelial,Epithelial,
ALOX5,Tuft,Tuft,Secretory Epithelial,Epithelial,
HPGDS,Tuft,Tuft,Secretory Epithelial,Epithelial,
PLCG2,Tuft,Tuft,Secretory Epithelial,Epithelial,
PTPN18,Tuft,Tuft,Secretory Epithelial,Epithelial,
AZGP1,Tuft,Tuft,Secretory Epithelial,Epithelial,
AVIL,Tuft,Tuft,Secretory Epithelial,Epithelial,
SPTLC2,Tuft,Tuft,Secretory Epithelial,Epithelial,
RASSF6,Tuft,Tuft,Secretory Epithelial,Epithelial,
IL17RB,Tuft,Tuft,Secretory Epithelial,Epithelial,
POU2F3,Tuft,Tuft,Secretory Epithelial,Epithelial,
CCSER1,Tuft,Tuft,Secretory Epithelial,Epithelial,
MATK,Tuft,Tuft,Secretory Epithelial,Epithelial,
CCDC129,Tuft,Tuft,Secretory Epithelial,Epithelial,
ZFHX3,Tuft,Tuft,Secretory Epithelial,Epithelial,
HOTAIRM1,Tuft,Tuft,Secretory Epithelial,Epithelial,
GRK5,Tuft,Tuft,Secretory Epithelial,Epithelial,
ATP2A3,Tuft,Tuft,Secretory Epithelial,Epithelial,
GRASP,Tuft,Tuft,Secretory Epithelial,Epithelial,
GNG13,Tuft,Tuft,Secretory Epithelial,Epithelial,
TPM1,Tuft,Tuft,Secretory Epithelial,Epithelial,
HTR3E,Tuft,Tuft,Secretory Epithelial,Epithelial,
INS,β cells (INS+),,, ,
MAFB,β cells (INS+),,,,
UCHL1,β cells (INS+),,,,
TUBB3,β cells (INS+),,,,
SLC30A8,β cells (INS+),,,,
STMN2,β cells (INS+),,,,
GNAS,β cells (INS+),,,,
C4orf48,β cells (INS+),,,,
NLRP1,β cells (INS+),,,,
IGFBP5,β cells (INS+),,,,
TUBA1A,β cells (INS+),,,,
APLP1,β cells (INS+),,,,
EEF1A2,β cells (INS+),,,,
TUBB2B,β cells (INS+),,,,
FXYD6,β cells (INS+),,,,
RNASEK,β cells (INS+),,,,
PTOV1,β cells (INS+),,,,
TAGLN3,β cells (INS+),,,,
ACVR1C,β cells (INS+),,,,
PLPPR5,β cells (INS+),,,,
MLLT11,β cells (INS+),,,,
BASP1,β cells (INS+),,,,
KLHDC8B,β cells (INS+),,,,
SNRPN,β cells (INS+),,,,
OLFM2,β cells (INS+),,,,
HPCA,β cells (INS+),,,,
HADH,β cells (INS+),,,,
H1FX,β cells (INS+),,,,
SSBP4,β cells (INS+),,,,
MAP1B,β cells (INS+),,,,
GPR183,Activated CD4 T,T Cell,T Cell,Lymphoid,
SOCS3,Activated CD4 T,T Cell,T Cell,Lymphoid,
TNFSF8,Activated CD4 T,T Cell,T Cell,Lymphoid,
CH25H,Activated CD4 T,T Cell,T Cell,Lymphoid,
SC5D,Activated CD4 T,T Cell,T Cell,Lymphoid,
FAAH2,Activated CD4 T,T Cell,T Cell,Lymphoid,
CMTM8,Activated CD4 T,T Cell,T Cell,Lymphoid,
GZMK,CD8 Tmem,T Cell,T Cell,Lymphoid,
DTHD1,CD8 Tmem,T Cell,T Cell,Lymphoid,
GZMH,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
FGFBP2,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
FLNA,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
LITAF,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
FCGR3A,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
AHNAK,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
SYNE1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
TGFBR3,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
COL6A3,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
ITGA4,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
LPCAT1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
PRF1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
AKNA,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
SUN2,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
TBX21,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
SMCHD1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
KLF3,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
PXN,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
SYNE2,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
RASA3,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
MYO1G,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
S1PR5,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
CHD1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
CAPN2,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
PRKCB,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
PATL2,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
P2RY8,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
TTC38,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
CYTH1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
CST7,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
PRSS23,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
CX3CR1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
B4GALT4,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
SRRT,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
PTPRE,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
LINC00944,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
RAP1GAP2,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
KIAA1551,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
GLG1,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
GNLY,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
VCL,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
ITGAM,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
FCRL6,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
C1orf21,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
UTRN,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
SELPLG,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
INTS10,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
AKT3,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
PRRG3,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
BTN3A3,CX3CR1+ CD8 Tmem,T Cell,T Cell,Lymphoid,
HPGDS,ILC2,ILC2,ILC,Lymphoid,
GATA3,ILC2,ILC2,ILC,Lymphoid,
KRT1,ILC2,ILC2,ILC,Lymphoid,
PTGDR2,ILC2,ILC2,ILC,Lymphoid,
IL1RL1,ILC2,ILC2,ILC,Lymphoid,
GATA3-AS1,ILC2,ILC2,ILC,Lymphoid,
MBOAT2,ILC2,ILC2,ILC,Lymphoid,
IL9R,ILC2,ILC2,ILC,Lymphoid,
GADD45G,ILC2,ILC2,ILC,Lymphoid,
SOX4,ILC2,ILC2,ILC,Lymphoid,
LGALS12,ILC2,ILC2,ILC,Lymphoid,
BACE2,ILC2,ILC2,ILC,Lymphoid,
HOTAIRM1,ILC2,ILC2,ILC,Lymphoid,
ALAS1,ILC2,ILC2,ILC,Lymphoid,
SEC61B,ILC2,ILC2,ILC,Lymphoid,
C1orf162,ILC2,ILC2,ILC,Lymphoid,
AIF1,ILC2,ILC2,ILC,Lymphoid,
PDE7B,ILC2,ILC2,ILC,Lymphoid,
STMN1,ILC2,ILC2,ILC,Lymphoid,
TNFAIP8,ILC2,ILC2,ILC,Lymphoid,
NREP,ILC2,ILC2,ILC,Lymphoid,
DUSP6,ILC2,ILC2,ILC,Lymphoid,
TRIB2,ILC2,ILC2,ILC,Lymphoid,
TESPA1,ILC2,ILC2,ILC,Lymphoid,
VAMP7,ILC2,ILC2,ILC,Lymphoid,
IL17RB,ILC2,ILC2,ILC,Lymphoid,
S100P,ILC2,ILC2,ILC,Lymphoid,
TNFSF10,ILC2,ILC2,ILC,Lymphoid,
RCBTB2,ILC2,ILC2,ILC,Lymphoid,
FAM110A,ILC2,ILC2,ILC,Lymphoid,
PLIN2,ILC2,ILC2,ILC,Lymphoid,
PLD3,ILC2,ILC2,ILC,Lymphoid,
SMIM24,ILC2,ILC2,ILC,Lymphoid,
FSTL4,ILC2,ILC2,ILC,Lymphoid,
PLAGL1,ILC2,ILC2,ILC,Lymphoid,
PRSS57,ILC2,ILC2,ILC,Lymphoid,
LSM5,ILC2,ILC2,ILC,Lymphoid,
MRPL51,ILC2,ILC2,ILC,Lymphoid,
HDAC2,ILC2,ILC2,ILC,Lymphoid,
IL4,ILC2,ILC2,ILC,Lymphoid,
EGLN3,ILC2,ILC2,ILC,Lymphoid,
MYL6B,ILC2,ILC2,ILC,Lymphoid,
RBM17,ILC2,ILC2,ILC,Lymphoid,
DDAH2,ILC2,ILC2,ILC,Lymphoid,
MGST2,ILC2,ILC2,ILC,Lymphoid,
MLLT11,ILC2,ILC2,ILC,Lymphoid,
KLHDC3,ILC2,ILC2,ILC,Lymphoid,
ATP6V1D,ILC2,ILC2,ILC,Lymphoid,
CAMK1,ILC2,ILC2,ILC,Lymphoid,
MRFAP1,ILC2,ILC2,ILC,Lymphoid,
AREG,ILC3,ILC3,ILC,Lymphoid,
CAT,ILC3,ILC3,ILC,Lymphoid,
PCDH9,ILC3,ILC3,ILC,Lymphoid,
TLE1,ILC3,ILC3,ILC,Lymphoid,
CHKA,ILC3,ILC3,ILC,Lymphoid,
RIPK2,ILC3,ILC3,ILC,Lymphoid,
TNFSF4,ILC3,ILC3,ILC,Lymphoid,
IL18,ILC3,ILC3,ILC,Lymphoid,
CD300LF,ILC3,ILC3,ILC,Lymphoid,
HOXA9,ILC3,ILC3,ILC,Lymphoid,
AC245014.3,ILC3,ILC3,ILC,Lymphoid,
LDLRAD3,ILC3,ILC3,ILC,Lymphoid,
CITED2,ILC3,ILC3,ILC,Lymphoid,
IGHA1,ILC3,ILC3,ILC,Lymphoid,
STAC,ILC3,ILC3,ILC,Lymphoid,
CYGB,ILC3,ILC3,ILC,Lymphoid,
HOXA7,ILC3,ILC3,ILC,Lymphoid,
VWA5A,ILC3,ILC3,ILC,Lymphoid,
JCHAIN,ILC3,ILC3,ILC,Lymphoid,
SPART,ILC3,ILC3,ILC,Lymphoid,
HPN,ILCP,ILCP,ILC,Lymphoid,
SCN1B,ILCP,ILCP,ILC,Lymphoid,
TOX2,ILCP,ILCP,ILC,Lymphoid,
IGFBP7,ILCP,ILCP,ILC,Lymphoid,
PEG10,ILCP,ILCP,ILC,Lymphoid,
JAG1,ILCP,ILCP,ILC,Lymphoid,
RRBP1,ILCP,ILCP,ILC,Lymphoid,
CLEC11A,ILCP,ILCP,ILC,Lymphoid,
ZBTB16,ILCP,ILCP,ILC,Lymphoid,
RASD1,ILCP,ILCP,ILC,Lymphoid,
GFRA2,ILCP,ILCP,ILC,Lymphoid,
MOB2,ILCP,ILCP,ILC,Lymphoid,
CBFA2T2,ILCP,ILCP,ILC,Lymphoid,
IGFBP4,ILCP,ILCP,ILC,Lymphoid,
GPR25,ILCP,ILCP,ILC,Lymphoid,
LTA,ILCP,ILCP,ILC,Lymphoid,
GRAMD1B,ILCP,ILCP,ILC,Lymphoid,
HADH,ILCP,ILCP,ILC,Lymphoid,
LST1,ILCP,ILCP,ILC,Lymphoid,
MATN2,ILCP,ILCP,ILC,Lymphoid,
CFH,ILCP,ILCP,ILC,Lymphoid,
ATOX1,ILCP,ILCP,ILC,Lymphoid,
C1QTNF4,ILCP,ILCP,ILC,Lymphoid,
PREX1,ILCP,ILCP,ILC,Lymphoid,
LTC4S,ILCP,ILCP,ILC,Lymphoid,
PPP1R9A,ILCP,ILCP,ILC,Lymphoid,
KCNQ5,ILCP,ILCP,ILC,Lymphoid,
SLC16A3,ILCP,ILCP,ILC,Lymphoid,
LZTFL1,ILCP,ILCP,ILC,Lymphoid,
RAB18,ILCP,ILCP,ILC,Lymphoid,
NR1D1,ILCP,ILCP,ILC,Lymphoid,
ZNF580,ILCP,ILCP,ILC,Lymphoid,
HSPB1,ILCP,ILCP,ILC,Lymphoid,
LAPTM4B,ILCP,ILCP,ILC,Lymphoid,
NRIP1,ILCP,ILCP,ILC,Lymphoid,
HSH2D,ILCP,ILCP,ILC,Lymphoid,
PRAM1,ILCP,ILCP,ILC,Lymphoid,
CAMTA1,ILCP,ILCP,ILC,Lymphoid,
TTC39C-AS1,ILCP,ILCP,ILC,Lymphoid,
NFATC1,ILCP,ILCP,ILC,Lymphoid,
SSBP3,ILCP,ILCP,ILC,Lymphoid,
AL121820.2,ILCP,ILCP,ILC,Lymphoid,
IL17RE,ILCP,ILCP,ILC,Lymphoid,
LTB,ILCP,ILCP,ILC,Lymphoid,
SNAP29,ILCP,ILCP,ILC,Lymphoid,
RORC,ILCP,ILCP,ILC,Lymphoid,
IL1R1,ILCP,ILCP,ILC,Lymphoid,
SSBP2,ILCP,ILCP,ILC,Lymphoid,
TEX30,ILCP,ILCP,ILC,Lymphoid,
B4GALNT1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
KRT86,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
KRT81,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
GSN,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
JAML,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
NCR2,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
AGPAT5,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
SH2D1B,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
MPG,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
STAT3,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
SRI,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
ALDOC,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
WHRN,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
KIAA1324,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
GYG1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
TGM2,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
MAP1LC3A,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
POMT1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
AKAP12,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
SART3,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
RGS9,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
CPNE7,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
NDRG1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
2-Sep,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
CASP3,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
AFF3,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
IL7R,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
PEBP1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
SIGLEC7,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
SLC38A3,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
ADTRP,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
GPM6A,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
NCOA7,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
TMCO3,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
MFGE8,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
EIPR1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
IL4I1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
IL23R,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
CLASP2,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
ISOC1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
B3GNT7,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
JMY,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
ST6GALNAC3,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
SLC37A1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
GDE1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
SLA,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
PLXNC1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
APP,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
PAPSS1,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
S100A13,LTi-like NCR+ ILC3,LTi-like NCR+ ILC3,ILC,Lymphoid,
CA2,LTi-like NCR- ILC3,LTi-like NCR- ILC3,ILC,Lymphoid,
NCKAP1,LTi-like NCR- ILC3,LTi-like NCR- ILC3,ILC,Lymphoid,
MAN1A1,LTi-like NCR- ILC3,LTi-like NCR- ILC3,ILC,Lymphoid,
GPR146,LTi-like NCR- ILC3,LTi-like NCR- ILC3,ILC,Lymphoid,
NCR3,MAIT cell,T Cell,T Cell,Lymphoid,
TRAV1-2,MAIT cell,T Cell,T Cell,Lymphoid,
SPOCK2,MAIT cell,T Cell,T Cell,Lymphoid,
CD8A,MAIT cell,T Cell,T Cell,Lymphoid,
IFNGR1,MAIT cell,T Cell,T Cell,Lymphoid,
LINC01644,MAIT cell,T Cell,T Cell,Lymphoid,
IL18RAP,MAIT cell,T Cell,T Cell,Lymphoid,
TRBV20-1,MAIT cell,T Cell,T Cell,Lymphoid,
MT2A,MAIT cell,T Cell,T Cell,Lymphoid,
SLC4A10,MAIT cell,T Cell,T Cell,Lymphoid,
TC2N,MAIT cell,T Cell,T Cell,Lymphoid,
KLRG1,MAIT cell,T Cell,T Cell,Lymphoid,
FEZ1,MAIT cell,T Cell,T Cell,Lymphoid,
SATB1,MAIT cell,T Cell,T Cell,Lymphoid,
TRBV6-4,MAIT cell,T Cell,T Cell,Lymphoid,
BLK,MAIT cell,T Cell,T Cell,Lymphoid,
TTC39C,MAIT cell,T Cell,T Cell,Lymphoid,
PLXND1,MAIT cell,T Cell,T Cell,Lymphoid,
GTF3C1,MAIT cell,T Cell,T Cell,Lymphoid,
CCL3,NK cell,T Cell,T Cell,Lymphoid,
KLRC1,NK cell,T Cell,T Cell,Lymphoid,
TYROBP,NK cell,T Cell,T Cell,Lymphoid,
